date_range.date_start.year,date_range.date_start.month,date_range.date_start.day,date_range.date_end.year,date_range.date_end.month,date_range.date_end.day,place.address.ori_address,place.address.country,place.address.state,place.address.city,place.address.postcode,place.ori_dbid.$oid,place.label,place._class_ori,place._class,place.geo_coord.latitude,place.geo_coord.longitude,artist,artist_ori_dbid,place.address.suburb,ori_dbid,no_of_events,new_venue_name_x,new_venue_name_y,total_no_of_events,venue_name,venue_category_minor,venue_category_major,State
1995,3,8,1995,6,8,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Christian Waller""","{""$oid"": ""4da1ab49b538b73d9301be07""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Mary Webb""","{""$oid"": ""4da1ac35b538b73d9301c305""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
2001,1,1,2001,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Mary Webb""","{""$oid"": ""4da1ac35b538b73d9301c305""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1934,1,1,1934,1,1,"Paris, France",France,Île-de-France,Paris,75004,4da19504b538b73d93000e41,,place,place,48.8566667,2.3509871,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1917,1,1,1917,1,1,"Edinburgh, Scotland, United Kingdom",United Kingdom,Scotland,Edinburgh,EH1 1LL,4da19510b538b73d930013ee,,place,place,55.9501755,-3.1875359,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,,,,,,,,,
1901,1,1,1901,1,1,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da194f4b538b73d930005f4,,place,place,-33.8689009,151.2070914,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,,,,,,,,,
1995,3,8,1995,6,8,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1898,1,1,1916,1,1,"Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1950db538b73d93001179,,place,place,-37.8131869,144.9629796,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,,,,,,,,,
1934,1,1,1934,1,1,"Dublin, Ireland",Ireland,Dublin,Dublin,D02 YK79,4da194fdb538b73d930009cd,,place,place,53.344104,-6.2674937,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,,,,,,,,,
1884,1,1,1884,1,1,"Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1950db538b73d93001179,,place,place,-37.8131869,144.9629796,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1901,1,10,1901,1,10,"Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da194f4b538b73d930005f4,,place,place,-33.8689009,151.2070914,"""Ada Whiting""","{""$oid"": ""4da1ad3ab538b73d9301c84e""}",,,,,,,,,,
2004,1,1,2004,1,1,"Ray Hughes Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1962db538b73d93007610,,place,place,-33.8689009,151.2070914,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,4da1962db538b73d93007610,18.0,"Ray Hughes Gallery, Sydney, NSW","Ray Hughes Gallery, Sydney, NSW",18.0,"Ray Hughes Gallery, Sydney, NSW",Commercial,Commercial,NSW
2003,1,1,2003,1,1,"Gertrude Contemporary Art Spaces, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da1b516b538b73d9301f33b,,place,place,-37.8131869,144.9629796,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,,,,,,,,,
2013,10,17,2013,11,16,"Roslyn Oxley9 Gallery, Paddington, Sydney, New South Wales",Australia,New South Wales,Sydney,2021,4da195e4b538b73d93006312,,place,place,-33.8846107,151.2265861,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",Paddington,4da195e4b538b73d93006312,11.0,"Roslyn Oxley9 Gallery, Paddington, Sydney, NSW","Roslyn Oxley9 Gallery, Paddington, Sydney, NSW",35.0,"Roslyn Oxley9 Gallery, Paddington, Sydney, NSW",Commercial,Commercial,NSW
2007,1,1,2007,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1dfb8b538b73d93029955,,place,place,-33.8686268,151.2170618,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,,,,,,,,,
2007,1,1,2007,1,1,"Penrith Regional Gallery, Emu Plains, New South Wales",Australia,New South Wales,Penrith,2750,4da1af84b538b73d9301d568,,place,place,-33.7534693,150.6590987,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",Emu Plains,4da1af84b538b73d9301d568,3.0,"Penrith Regional Gallery, Penrith, NSW","Penrith Regional Gallery, Penrith, NSW",18.0,"Penrith Regional Gallery, Penrith, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
2007,1,1,2007,1,1,"Linden Centre for Contemporary Arts, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da199f7b538b73d9300fe1e,,place,place,-37.8131869,144.9629796,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,,,,,,,,,
2002,1,1,2002,1,1,"Ray Hughes Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1962db538b73d93007610,,place,place,-33.8689009,151.2070914,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,4da1962db538b73d93007610,18.0,"Ray Hughes Gallery, Sydney, NSW","Ray Hughes Gallery, Sydney, NSW",18.0,"Ray Hughes Gallery, Sydney, NSW",Commercial,Commercial,NSW
2004,1,1,2004,1,1,"Mornington Peninsula Regional Gallery, Victoria",Australia,Victoria,Melbourne,Unknown,4da1af85b538b73d9301d570,,place,place,,,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",Mornington,,,,,,,,,
2006,1,1,2006,1,1,"Kaliman Gallery, Paddington, Sydney, New South Wales",Australia,New South Wales,Sydney,2021,4da1af84b538b73d9301d566,,place,place,-33.8846107,151.2265861,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",Paddington,4da1af84b538b73d9301d566,10.0,"Kaliman Gallery, Paddington, Sydney, NSW","Kaliman Gallery, Paddington, Sydney, NSW",10.0,"Kaliman Gallery, Paddington, Sydney, NSW",Commercial,Commercial,NSW
2001,1,1,2001,1,1,"Ivan Dougherty Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19590b538b73d93004960,,place,place,-33.8689009,151.2070914,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,4da19590b538b73d93004960,47.0,"Ivan Dougherty Gallery, Sydney, NSW","Ivan Dougherty Gallery, Sydney, NSW",95.0,"Ivan Dougherty Gallery, Sydney, NSW",University Gallery,University Gallery,NSW
2014,1,1,2014,1,1,"Roslyn Oxley9 Gallery, Paddington, Sydney, New South Wales",Australia,New South Wales,Sydney,2021,4da195e4b538b73d93006312,,place,place,-33.8846107,151.2265861,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",Paddington,4da195e4b538b73d93006312,11.0,"Roslyn Oxley9 Gallery, Paddington, Sydney, NSW","Roslyn Oxley9 Gallery, Paddington, Sydney, NSW",35.0,"Roslyn Oxley9 Gallery, Paddington, Sydney, NSW",Commercial,Commercial,NSW
2002,1,1,2002,1,1,"Hallwalls Contemporary Arts Centre, Buffalo, New York, United States",United States,New York,Buffalo,Unknown,4da1af85b538b73d9301d56b,,place,place,42.8864468,-78.8783689,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,,,,,,,,,
2005,1,1,2005,1,1,"Karen Woodbury Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da199f6b538b73d9300fe18,,place,place,-37.8131869,144.9629796,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,4da199f6b538b73d9300fe18,23.0,"Karen Woodbury Gallery, Melbourne, Vic.","Karen Woodbury Gallery, Melbourne, Vic.",23.0,"Karen Woodbury Gallery, Melbourne, Vic.",Commercial,Commercial,VIC
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1995,1,1,1995,1,1,"Arthaus Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1af77b538b73d9301d561,,place,place,-33.8689009,151.2070914,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,,,,,,,,,
2008,1,1,2008,1,1,"Karen Woodbury Gallery, Melbourne, Victoria",Australia,Victoria,Melbourne,3000,4da199f6b538b73d9300fe18,,place,place,-37.8131869,144.9629796,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,4da199f6b538b73d9300fe18,23.0,"Karen Woodbury Gallery, Melbourne, Vic.","Karen Woodbury Gallery, Melbourne, Vic.",23.0,"Karen Woodbury Gallery, Melbourne, Vic.",Commercial,Commercial,VIC
2008,1,1,2008,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Del Kathryn Barton""","{""$oid"": ""4da1af85b538b73d9301d57e""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
1995,4,1,1995,4,1,"aGOG (australian Girls Own Gallery), Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da198cab538b73d9300e075,,place,place,-35.3080556,149.1244444,"""eX de Medici""","{""$oid"": ""4da1af93b538b73d9301d6a5""}",,,,,,,,,,
1994,1,1,1996,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""eX de Medici""","{""$oid"": ""4da1af93b538b73d9301d6a5""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1985,5,1,1985,5,1,"Auckland, New Zealand",New Zealand,Auckland Region,Auckland,1010,4da1950fb538b73d930013a7,,place,place,-36.8484597,174.7633315,"""eX de Medici""","{""$oid"": ""4da1af93b538b73d9301d6a5""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""eX de Medici""","{""$oid"": ""4da1af93b538b73d9301d6a5""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1995,1,1,1995,1,1,"Rosenberg and Kaufman Fine Art, SoHo, New York City, United States",United States,New York,New York,10013,4da1b093b538b73d9301dcea,,place,place,40.72288,-73.9987505,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1996,1,1,1996,1,1,"World Bank, Washington, United States",United States,District of Columbia,Washington,20037,4da1b0a1b538b73d9301dcec,,place,place,38.899458,-77.042447,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1982,10,8,1982,10,30,"Gallery A, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1b031b538b73d9301dcdb,,place,place,-33.8689009,151.2070914,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1988,1,1,1988,1,1,"Michael Milburn Galleries, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1b085b538b73d9301dce6,,place,place,-27.4709331,153.0235024,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1983,1,1,1983,1,1,"Lewers Bequest and Penrith Regional Gallery, Penrith, New South Wales",Australia,New South Wales,Penrith,2750,4da1b04db538b73d9301dcdf,,place,place,-33.7521785,150.6910467,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1974,1,1,1974,1,1,"Gallery A, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1b031b538b73d9301dcdb,,place,place,-33.8689009,151.2070914,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1985,1,1,1985,1,1,"Bloomfield Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19958b538b73d9300f178,,place,place,-33.8689009,151.2070914,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
2020,11,14,2021,7,4,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1991,1,1,1991,1,1,"Cathedral of Saint John the Divine, New York, United States",United States,New York,New York,10025,4da1b093b538b73d9301dce8,,place,place,40.804211,-73.962842,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
2010,1,1,,,,"Stella Downer Fine Art, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1a6e2b538b73d9301a24d,,place,place,-33.8689009,151.2070914,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,4da1a6e2b538b73d9301a24d,77.0,"Stella Downer Fine Art, Sydney, NSW","Stella Downer Fine Art, Sydney, NSW",77.0,"Stella Downer Fine Art, Sydney, NSW",Commercial,Commercial,NSW
1982,10,21,1982,11,14,"Bathurst Regional Art Gallery, Bathurst, New South Wales",Australia,New South Wales,Bathurst,2795,4da19732b538b73d9300a5ee,,place,place,-33.4222939,149.5798798,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,4da19732b538b73d9300a5ee,22.0,"Bathurst Regional Art Gallery, Bathurst, NSW","Bathurst Regional Art Gallery, Bathurst, NSW",25.0,"Bathurst Regional Art Gallery, Bathurst, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
1997,1,1,1997,1,1,"Robert Steele Gallery, SoHo, New York City, United States",United States,New York,New York,10013,4da1b0a1b538b73d9301dcee,,place,place,40.72288,-73.9987505,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1998,1,1,1999,1,1,"Canadian Heritage Foundation and Australian High Commission, Ottowa, Canada",Australia,Victoria,Ballarat,Unknown,4da1b0afb538b73d9301dcf0,,place,place,,,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",Canadian,,,,,,,,,
1975,1,1,1975,1,1,"Susan Caldwell Gallery, New York City, United States",United States,New York,New York,10007,4da1b03fb538b73d9301dcdd,,place,place,40.7143528,-74.0059731,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1984,1,1,1984,1,1,"Ruth Schaffner Gallery, Santa Barbara, California, United States",United States,California,Santa Barbara,93101,4da1b05bb538b73d9301dce1,,place,place,34.4208305,-119.6981901,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1986,1,1,1986,1,1,"Manhattanville College Gallery, New York, United States",United States,New York,New York,10007,4da1b069b538b73d9301dce3,,place,place,40.7143528,-74.0059731,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
2001,1,1,2001,1,1,"Blair Academy, New Jersey, United States",United States,New Jersey,Blair,07825,4da1b0bdb538b73d9301dcf3,,place,place,40.9864863,-74.9640614,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
1995,3,9,1995,6,1,"Newcastle Region Art Gallery, Newcastle, New South Wales",Australia,New South Wales,Newcastle,2300,4da19550b538b73d930031af,,place,place,-32.9292054,151.7729731,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,4da19550b538b73d930031af,116.0,"Newcastle Region Art Gallery, Newcastle, NSW","Newcastle Region Art Gallery, Newcastle, NSW",134.0,"Newcastle Region Art Gallery, Newcastle, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
2006,1,1,2006,1,1,"Stella Downer Fine Art, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1a6e2b538b73d9301a24d,,place,place,-33.8689009,151.2070914,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,4da1a6e2b538b73d9301a24d,77.0,"Stella Downer Fine Art, Sydney, NSW","Stella Downer Fine Art, Sydney, NSW",77.0,"Stella Downer Fine Art, Sydney, NSW",Commercial,Commercial,NSW
1973,1,1,1973,1,1,"Am Sachs Gallery, New York City, United States",United States,New York,New York,10007,4da1b024b538b73d9301dcd9,,place,place,40.7143528,-74.0059731,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
2000,1,1,2000,1,1,"Robin Gibson Gallery, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19613b538b73d93006f50,,place,place,-33.8689009,151.2070914,"""Virginia Cuppaidge""","{""$oid"": ""4da1b0c0b538b73d9301dcfc""}",,,,,,,,,,
2006,1,1,2006,1,1,"Craft Queensland Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1b1f6b538b73d9301e266,,place,place,-27.4709331,153.0235024,"""Thanakupi""","{""$oid"": ""4da1b1f6b538b73d9301e27a""}",,,,,,,,,,
2003,1,1,2003,1,1,"Queensland Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4101,4da19511b538b73d930014c8,,place,place,-27.4720964,153.0181735,"""Thanakupi""","{""$oid"": ""4da1b1f6b538b73d9301e27a""}",,4da19511b538b73d930014c8,12.0,"Queensland Art Gallery, Brisbane, QLD","Queensland Art Gallery, Brisbane, QLD",221.0,"Queensland Art Gallery, Brisbane, QLD",State Gallery / Library,Government / Public Museum ,QLD
1995,4,9,1995,4,1,"Hogarth Galleries, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da19531b538b73d9300255d,,place,place,-33.8689009,151.2070914,"""Thanakupi""","{""$oid"": ""4da1b1f6b538b73d9301e27a""}",,4da19531b538b73d9300255d,32.0,"Hogarth Gallery, Sydney, NSW","Hogarth Gallery, Sydney, NSW",42.0,"Hogarth Gallery, Sydney, NSW",Commercial,Commercial,NSW
1995,3,1,1995,4,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Thanakupi""","{""$oid"": ""4da1b1f6b538b73d9301e27a""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
1991,9,10,1991,11,10,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Thanakupi""","{""$oid"": ""4da1b1f6b538b73d9301e27a""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
2001,1,1,2001,1,1,"Brisbane City Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1b1f6b538b73d9301e264,,place,place,-27.4709331,153.0235024,"""Thanakupi""","{""$oid"": ""4da1b1f6b538b73d9301e27a""}",Brisbane City,,,,,,,,,
2007,1,1,2007,1,1,"Campbelltown Arts Centre, Campbelltown, New South Wales",Australia,New South Wales,Campbelltown,2560,4da19771b538b73d9300adfd,,place,place,-34.0677741,150.8131919,"""Thanakupi""","{""$oid"": ""4da1b1f6b538b73d9301e27a""}",,4da19771b538b73d9300adfd,14.0,"Campbelltown City Art Gallery, Campbelltown, NSW","Campbelltown City Art Gallery, Campbelltown, NSW",35.0,"Campbelltown City Art Gallery, Campbelltown, NSW",Local Government and/or Regional Gallery,Government / Public Museum ,NSW
2001,1,1,2001,1,1,"Brisbane City Art Gallery, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da1b4e4b538b73d9301ecff,,place,place,-27.4709331,153.0235024,"""Thanakupi""","{""$oid"": ""4da1b1f6b538b73d9301e27a""}",Brisbane City,4da1b4e4b538b73d9301ecff,71.0,"Brisbane City Art Gallery, Brisbane, Qld","Brisbane City Art Gallery, Brisbane, Qld",71.0,"Brisbane City Art Gallery, Brisbane, Qld",City Gallery / Museum,Government / Public Museum ,QLD
2015,6,5,2015,8,8,"National Art School, Sydney, New South Wales",Australia,New South Wales,Sydney,2033,4da19501b538b73d93000c85,,place,place,-33.916071,151.225626,"""Thanakupi""","{""$oid"": ""4da1b1f6b538b73d9301e27a""}",,4da19501b538b73d93000c85,9.0,"National Art School, Sydney, NSW","National Art School, Sydney, NSW",17.0,"National Art School, Sydney, NSW",University Gallery,University Gallery,NSW
1990,1,1,1990,1,1,"Institute of Modern Art, Brisbane, Queensland",Australia,Queensland,Brisbane,4004,4da19ec9b538b73d93015897,,place,place,-27.4709331,153.0235024,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da19ec9b538b73d93015897,10.0,"Institute of Modern Art, Brisbane, QLD","Institute of Modern Art, Brisbane, QLD",236.0,"Institute of Modern Art, Brisbane, QLD",CAOA,ARI or Indpendent ,QLD
1995,3,1,1995,4,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
2000,1,1,2000,1,1,"Art Gallery of South Australia, Adelaide, South Australia",Australia,South Australia,Adelaide,5000,4da194f7b538b73d930006f6,,place,place,-34.920638,138.603939,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da194f7b538b73d930006f6,109.0,"Art Gallery of South Australia, Adelaide, SA","Art Gallery of South Australia, Adelaide, SA",115.0,"Art Gallery of South Australia, Adelaide, SA",State Gallery / Library,Government / Public Museum ,SA
1996,1,1,1997,1,1,"Museum of Contemporary Art, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da198b6b538b73d9300def3,,place,place,-33.860064,151.208954,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da198b6b538b73d9300def3,106.0,"Museum of Contemporary Art, Sydney, NSW","Museum of Contemporary Art, Sydney, NSW",106.0,"Museum of Contemporary Art, Sydney, NSW",Public Independent,Government / Public Museum ,NSW
1993,1,1,1993,1,1,"Art Gallery of New South Wales, Sydney, New South Wales",Australia,New South Wales,Sydney,2000,4da1950db538b73d930011bc,,place,place,-33.8686268,151.2170618,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da1950db538b73d930011bc,509.0,"Art Gallery of New South Wales, Sydney, NSW","Art Gallery of New South Wales, Sydney, NSW",585.0,"Art Gallery of New South Wales, Sydney, NSW",State Gallery / Library,Government / Public Museum ,NSW
2016,9,17,2016,10,22,"8 Llankelly Place, Kings Cross, Sydney, 2011",Australia,New South Wales,Sydney,2011,557f5a66d707ff3bc3000006,The Cross Art Projects,place,place,-33.872355,151.224854,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,557f5a66d707ff3bc3000006,113.0,"8 Llankelly Place, Kings Cross, Sydney, 2011","8 Llankelly Place, Kings Cross, Sydney, 2011",113.0,"8 Llankelly Place, Kings Cross, Sydney, 2011",ARI or Independent,ARI or Indpendent ,NSW
2007,1,1,2008,1,1,"National Gallery of Australia, Canberra, Australian Capital Territory",Australia,Australian Capital Territory,Canberra,2600,4da19511b538b73d9300150b,,place,place,-35.30053,149.136282,"""Judy Watson""","{""$oid"": ""4da1b296b538b73d9301e66c""}",,4da19511b538b73d9300150b,127.0,"National Gallery of Australia, Canberra, ACT","National Gallery of Australia, Canberra, ACT",148.0,"National Gallery of Australia, Canberra, ACT",National Institution,Government / Public Museum ,ACT
